timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2017-08-10,81.19,81.78,80.74,81.11,74.9156,4336391,0.0,1.0
2017-08-09,81.7,81.99,80.37,80.65,74.4907,3861332,0.0,1.0
2017-08-08,80.11,82.0,80.0,81.52,75.2943,4595336,0.0,1.0
2017-08-05,82.51,82.65,80.57,80.72,74.5554,9239819,0.0,1.0
2017-08-04,84.09,84.69,83.78,83.97,77.5572,2372029,0.0,1.0
2017-08-03,84.8,84.9,83.98,84.23,77.7973,1636016,0.0,1.0
2017-08-02,83.92,84.685,83.92,84.54,78.0836,3191137,0.0,1.0
2017-08-01,83.99,84.28,83.5,83.73,77.3355,2217082,0.0,1.0
2017-07-29,84.3,84.59,83.54,83.76,77.3632,5459225,0.0,1.0
2017-07-28,84.81,85.12,84.54,85.05,78.5547,1862642,0.0,1.0
2017-07-27,84.95,85.1,84.655,84.81,78.333,2021200,0.0,1.0
2017-07-26,83.79,84.6,83.69,84.28,77.8435,2286026,0.0,1.0
2017-07-25,83.23,83.57,82.98,83.57,77.1877,2062552,0.0,1.0
2017-07-22,83.62,84.62,83.43,83.97,77.5572,2540691,0.0,1.0
2017-07-21,84.98,85.05,84.05,84.56,78.1021,4596038,0.0,1.0
2017-07-20,83.09,84.1,83.01,83.81,77.4094,5554084,0.0,1.0
2017-07-19,82.98,83.08,81.3,81.4,75.1834,3623819,0.0,1.0
2017-07-18,82.9,83.28,82.6,82.94,76.6058,1406194,0.0,1.0
2017-07-15,82.8,83.2,82.68,83.12,76.7721,2669648,0.0,1.0
2017-07-14,82.8,82.91,82.18,82.56,76.2548,2903674,0.0,1.0
2017-07-13,82.74,82.75,81.78,82.12,75.8484,3007799,0.0,1.0
2017-07-12,82.5,83.28,82.1,82.94,76.6058,2325760,0.0,1.0
2017-07-11,82.6,83.15,82.49,82.81,76.4857,2873284,0.0,1.0
2017-07-08,82.14,82.62,81.8,82.13,75.8577,3770476,0.0,1.0
2017-07-07,83.92,83.96,82.91,83.01,76.6705,2456675,0.0,1.0
2017-07-06,83.86,83.89,83.37,83.64,77.2524,2363393,0.0,1.0
2017-07-05,83.42,84.27,83.33,84.0,77.5849,4322331,0.0,1.0
2017-07-04,82.83,83.19,82.15,82.44,76.144,2255385,0.0,1.0
2017-07-01,83.46,83.48,82.81,82.81,76.4857,7045122,0.0,1.0
2017-06-30,83.97,84.37,83.79,84.02,77.6033,3805387,0.0,1.0
2017-06-29,81.8,82.87,81.64,82.71,76.3934,2878203,0.0,1.0
2017-06-28,81.55,82.32,81.55,82.08,75.8115,2265951,0.0,1.0
2017-06-27,81.34,81.72,81.2,81.55,75.322,2923487,0.0,1.0
2017-06-24,81.7,81.78,80.91,81.25,75.0449,2976353,0.0,1.0
2017-06-23,81.01,82.235,81.0,81.88,75.6268,2808912,0.0,1.0
2017-06-22,81.69,81.73,80.73,80.8,74.6292,3260528,0.0,1.0
2017-06-21,82.87,83.06,81.89,82.24,75.9593,4348940,0.0,1.0
2017-06-20,81.94,82.79,81.91,82.79,76.4673,2477905,0.0,1.0
2017-06-17,81.7,82.2,81.63,81.86,75.6083,2920351,0.0,1.0
2017-06-16,82.6,82.63,81.5,81.7,75.4605,10569256,0.0,1.0
2017-06-15,81.33,82.3,81.3,82.3,76.0147,5736170,0.0,1.0
2017-06-14,79.5,81.13,79.46,81.13,74.934,4117682,0.0,1.0
2017-06-10,78.98,79.46,78.66,79.19,73.1422,2233945,0.0,1.0
2017-06-09,78.01,79.3,77.97,79.05,73.0129,2149650,0.0,1.0
2017-06-08,78.22,78.89,77.65,78.5,72.5049,2732421,0.0,1.0
2017-06-07,79.0,79.08,78.15,78.15,72.1816,3629209,0.0,1.0
2017-06-06,80.12,80.12,79.0,79.31,73.253,3534212,0.0,1.0
2017-06-03,80.0,80.48,79.72,80.38,74.2413,2916748,0.0,1.0
2017-06-02,79.5,80.14,79.15,79.62,73.5394,2564771,0.0,1.0
2017-06-01,79.5,80.465,79.13,79.65,73.5671,5964569,0.0,1.0
2017-05-31,78.95,79.66,78.5,79.44,73.3731,2882295,0.0,1.0
2017-05-30,80.29,80.29,78.89,78.89,72.8651,3602822,0.0,1.0
